ocel:activity,ocel:timestamp,ocel:type:MAT,ocel:type:PLA,ocel:type:PO_ITEM,ocel:type:SO_ITEM,ocel:type:CUSTOMER,ocel:type:SUPPLIER,Stock Before,Stock After,ocel:type:MAT_PLA,ocel:eid,Annual Demand (D_m),Average Daily Demand (d_m),Std Dev of Daily Demand (σ_m),Average Lead Time (l_m),EOQ,Safety Stock (SS),Reorder Point (ROP),OS,CUMCOUNT,INVCUMCOUNT,Current Status,Status Change Happened,Status Change Happened2,Status Change Happened3,Status Change Happened4
Create Sales Order Item (Overstock),2023-10-19 02:39:30,['MAT-78'],['Plant3'],,['SO_ITEM--153-1'],['CUSTOMER--10'],,50.0,50.0,['MAT-78_Plant3'],e1035,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Overstock,START OVERSTOCK,,,
ST CHANGE Overstock to Understock,2024-01-26 02:40:19,['MAT-78'],['Plant3'],,['SO_ITEM--95-1'],['CUSTOMER--40'],,0.0,0.0,['MAT-78_Plant3'],e1040_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Understock,,,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
Create Sales Order Item (Understock),2024-01-26 02:40:20,['MAT-78'],['Plant3'],,['SO_ITEM--95-1'],['CUSTOMER--40'],,0.0,0.0,['MAT-78_Plant3'],e1040,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Understock,,,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
ST CHANGE Understock to Overstock,2024-05-22 02:40:59,['MAT-78'],['Plant3'],,['SO_ITEM--115-2'],['CUSTOMER--15'],,36.0,36.0,['MAT-78_Plant3'],e1044_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
Create Sales Order Item (Overstock),2024-05-22 02:41:00,['MAT-78'],['Plant3'],,['SO_ITEM--115-2'],['CUSTOMER--15'],,36.0,36.0,['MAT-78_Plant3'],e1044,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
END OVERSTOCK,2024-05-22 02:41:01,['MAT-78'],['Plant3'],,['SO_ITEM--115-2'],['CUSTOMER--15'],,36.0,36.0,['MAT-78_Plant3'],e1044_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
START UNDERSTOCK,2023-12-18 02:39:49,['MAT-78'],['Plant4'],,,['CUSTOMER--715682'],,50.0,0.0,['MAT-78_Plant4'],e1037_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Goods Issue (Understock),2023-12-18 02:39:50,['MAT-78'],['Plant4'],,,['CUSTOMER--715682'],,50.0,0.0,['MAT-78_Plant4'],e1037,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
ST CHANGE Understock to Overstock,2024-06-02 02:41:09,['MAT-78'],['Plant4'],['PO_ITEM--30-3'],,,['SUPPLIER--1'],36.0,36.0,['MAT-78_Plant4'],e1045_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
Create Purchase Order Item (Overstock),2024-06-02 02:41:10,['MAT-78'],['Plant4'],['PO_ITEM--30-3'],,,['SUPPLIER--1'],36.0,36.0,['MAT-78_Plant4'],e1045,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
END OVERSTOCK,2024-06-02 02:41:11,['MAT-78'],['Plant4'],['PO_ITEM--30-3'],,,['SUPPLIER--1'],36.0,36.0,['MAT-78_Plant4'],e1045_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
START UNDERSTOCK,2024-01-07 02:40:09,['MAT-78'],['Plant5'],,['SO_ITEM--125-1'],['CUSTOMER--26'],,0.0,0.0,['MAT-78_Plant5'],e1039_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2024-01-07 02:40:10,['MAT-78'],['Plant5'],,['SO_ITEM--125-1'],['CUSTOMER--26'],,0.0,0.0,['MAT-78_Plant5'],e1039,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
ST CHANGE Understock to Overstock,2024-04-18 02:40:39,['MAT-78'],['Plant5'],,,['CUSTOMER--508814'],,51.0,36.0,['MAT-78_Plant5'],e1042_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
Goods Issue (Overstock),2024-04-18 02:40:40,['MAT-78'],['Plant5'],,,['CUSTOMER--508814'],,51.0,36.0,['MAT-78_Plant5'],e1042,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
END OVERSTOCK,2024-04-18 02:40:41,['MAT-78'],['Plant5'],,,['CUSTOMER--508814'],,51.0,36.0,['MAT-78_Plant5'],e1042_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
START OVERSTOCK,2023-12-21 02:41:29,['MAT-79'],['Plant1'],['PO_ITEM--15-2'],,,['SUPPLIER--25'],140.0,145.0,['MAT-79_Plant1'],e1048_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Overstock,START OVERSTOCK,,,
Goods Receipt (Overstock),2023-12-21 02:41:30,['MAT-79'],['Plant1'],['PO_ITEM--15-2'],,,['SUPPLIER--25'],140.0,145.0,['MAT-79_Plant1'],e1048,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Overstock,START OVERSTOCK,,,
ST CHANGE UNDERSTOCK to OVERSTOCK,2024-07-14 02:42:59,['MAT-79'],['Plant1'],['PO_ITEM--139-2'],,,['SUPPLIER--14'],0.0,32.0,['MAT-79_Plant1'],e1057_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Overstock,ST CHANGE UNDERSTOCK to OVERSTOCK,,,
Goods Receipt (Overstock),2024-07-14 02:43:00,['MAT-79'],['Plant1'],['PO_ITEM--139-2'],,,['SUPPLIER--14'],0.0,32.0,['MAT-79_Plant1'],e1057,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Overstock,ST CHANGE UNDERSTOCK to OVERSTOCK,,,
Create Purchase Order Item (Overstock),2024-09-10 02:43:20,['MAT-79'],['Plant1'],['PO_ITEM--36-1'],,,['SUPPLIER--27'],32.0,32.0,['MAT-79_Plant1'],e1059,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,,
END OVERSTOCK,2024-09-10 02:43:21,['MAT-79'],['Plant1'],['PO_ITEM--36-1'],,,['SUPPLIER--27'],32.0,32.0,['MAT-79_Plant1'],e1059_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,,
START OVERSTOCK,2024-01-16 02:41:39,['MAT-79'],['Plant2'],,['SO_ITEM--42-3'],['CUSTOMER--1'],,113.0,113.0,['MAT-79_Plant2'],e1049_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Overstock,START OVERSTOCK,,,
Create Sales Order Item (Overstock),2024-01-16 02:41:40,['MAT-79'],['Plant2'],,['SO_ITEM--42-3'],['CUSTOMER--1'],,113.0,113.0,['MAT-79_Plant2'],e1049,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Overstock,START OVERSTOCK,,,
ST CHANGE Overstock to Understock,2024-08-16 02:43:09,['MAT-79'],['Plant2'],,['SO_ITEM--157-4'],['CUSTOMER--44'],,0.0,0.0,['MAT-79_Plant2'],e1058_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
Create Sales Order Item (Understock),2024-08-16 02:43:10,['MAT-79'],['Plant2'],,['SO_ITEM--157-4'],['CUSTOMER--44'],,0.0,0.0,['MAT-79_Plant2'],e1058,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
END UNDERSTOCK,2024-08-16 02:43:11,['MAT-79'],['Plant2'],,['SO_ITEM--157-4'],['CUSTOMER--44'],,0.0,0.0,['MAT-79_Plant2'],e1058_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
START UNDERSTOCK,2024-03-14 02:41:59,['MAT-79'],['Plant3'],['PO_ITEM--49-5'],,,['SUPPLIER--20'],0.0,0.0,['MAT-79_Plant3'],e1051_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2024-03-14 02:42:00,['MAT-79'],['Plant3'],['PO_ITEM--49-5'],,,['SUPPLIER--20'],0.0,0.0,['MAT-79_Plant3'],e1051,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2024-04-03 02:42:10,['MAT-79'],['Plant3'],['PO_ITEM--103-2'],,,['SUPPLIER--25'],0.0,0.0,['MAT-79_Plant3'],e1052,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2024-04-03 02:42:11,['MAT-79'],['Plant3'],['PO_ITEM--103-2'],,,['SUPPLIER--25'],0.0,0.0,['MAT-79_Plant3'],e1052_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,,
START OVERSTOCK,2024-01-25 02:41:49,['MAT-79'],['Plant4'],,,['CUSTOMER--142113'],,145.0,117.0,['MAT-79_Plant4'],e1050_STARTSC,86.0,86.0,8.6,7.0,41.47,37.43,639.43,78.9,0,2,Overstock,START OVERSTOCK,,,
Goods Issue (Overstock),2024-01-25 02:41:50,['MAT-79'],['Plant4'],,,['CUSTOMER--142113'],,145.0,117.0,['MAT-79_Plant4'],e1050,86.0,86.0,8.6,7.0,41.47,37.43,639.43,78.9,0,2,Overstock,START OVERSTOCK,,,
Create Sales Order Item (Overstock),2024-05-17 02:42:40,['MAT-79'],['Plant4'],,['SO_ITEM--191-2'],['CUSTOMER--40'],,86.0,86.0,['MAT-79_Plant4'],e1055,86.0,86.0,8.6,7.0,41.47,37.43,639.43,78.9,1,1,Overstock,,,,
ST CHANGE OVERSTOCK to UNDERSTOCK,2024-06-25 02:42:49,['MAT-79'],['Plant4'],,,['CUSTOMER--991037'],,86.0,0.0,['MAT-79_Plant4'],e1056_STARTSC,86.0,86.0,8.6,7.0,41.47,37.43,639.43,78.9,2,0,Understock,ST CHANGE OVERSTOCK to UNDERSTOCK,END UNDERSTOCK,ST CHANGE Overstock to Understock,
Goods Issue (Understock),2024-06-25 02:42:50,['MAT-79'],['Plant4'],,,['CUSTOMER--991037'],,86.0,0.0,['MAT-79_Plant4'],e1056,86.0,86.0,8.6,7.0,41.47,37.43,639.43,78.9,2,0,Understock,ST CHANGE OVERSTOCK to UNDERSTOCK,END UNDERSTOCK,ST CHANGE Overstock to Understock,
END UNDERSTOCK,2024-06-25 02:42:51,['MAT-79'],['Plant4'],,,['CUSTOMER--991037'],,86.0,0.0,['MAT-79_Plant4'],e1056_END,86.0,86.0,8.6,7.0,41.47,37.43,639.43,78.9,2,0,Understock,ST CHANGE OVERSTOCK to UNDERSTOCK,END UNDERSTOCK,ST CHANGE Overstock to Understock,
START UNDERSTOCK,2024-04-04 02:42:19,['MAT-79'],['Plant5'],,,['CUSTOMER--621119'],,31.0,0.0,['MAT-79_Plant5'],e1053_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Goods Issue (Understock),2024-04-04 02:42:20,['MAT-79'],['Plant5'],,,['CUSTOMER--621119'],,31.0,0.0,['MAT-79_Plant5'],e1053,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2024-05-08 02:42:30,['MAT-79'],['Plant5'],,['SO_ITEM--32-2'],['CUSTOMER--24'],,0.0,0.0,['MAT-79_Plant5'],e1054,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2024-05-08 02:42:31,['MAT-79'],['Plant5'],,['SO_ITEM--32-2'],['CUSTOMER--24'],,0.0,0.0,['MAT-79_Plant5'],e1054_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,,
START OVERSTOCK,2024-04-19 00:10:49,['MAT-7'],['Plant1'],['PO_ITEM--56-3'],,,['SUPPLIER--10'],0.0,37.0,['MAT-7_Plant1'],e72_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Overstock,START OVERSTOCK,,,
Goods Receipt (Overstock),2024-04-19 00:10:50,['MAT-7'],['Plant1'],['PO_ITEM--56-3'],,,['SUPPLIER--10'],0.0,37.0,['MAT-7_Plant1'],e72,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Overstock,START OVERSTOCK,,,
Create Sales Order Item (Overstock),2024-07-26 00:11:40,['MAT-7'],['Plant1'],,['SO_ITEM--189-1'],['CUSTOMER--9'],,124.0,124.0,['MAT-7_Plant1'],e77,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,,END OVERSTOCK,,
END OVERSTOCK,2024-07-26 00:11:41,['MAT-7'],['Plant1'],,['SO_ITEM--189-1'],['CUSTOMER--9'],,124.0,124.0,['MAT-7_Plant1'],e77_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,,END OVERSTOCK,,
START UNDERSTOCK,2023-12-06 00:09:59,['MAT-7'],['Plant2'],,['SO_ITEM--164-2'],['CUSTOMER--16'],,0.0,0.0,['MAT-7_Plant2'],e67_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,4,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2023-12-06 00:10:00,['MAT-7'],['Plant2'],,['SO_ITEM--164-2'],['CUSTOMER--16'],,0.0,0.0,['MAT-7_Plant2'],e67,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,4,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2024-01-22 00:10:10,['MAT-7'],['Plant2'],,['SO_ITEM--159-3'],['CUSTOMER--2'],,0.0,0.0,['MAT-7_Plant2'],e68,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,3,Understock,,,,
Create Purchase Suggestion Item (Understock),2024-03-04 00:10:30,['MAT-7'],['Plant2'],,,,,0.0,0.0,['MAT-7_Plant2'],e70,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,2,Understock,,,,
Create Sales Order Item (Understock),2024-03-25 00:10:40,['MAT-7'],['Plant2'],,['SO_ITEM--63-4'],['CUSTOMER--49'],,0.0,0.0,['MAT-7_Plant2'],e71,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,1,Understock,,,,
ST CHANGE Understock to Overstock,2024-06-21 00:11:29,['MAT-7'],['Plant2'],['PO_ITEM--81-4'],,,['SUPPLIER--19'],37.0,124.0,['MAT-7_Plant2'],e76_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,4,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
Goods Receipt (Overstock),2024-06-21 00:11:30,['MAT-7'],['Plant2'],['PO_ITEM--81-4'],,,['SUPPLIER--19'],37.0,124.0,['MAT-7_Plant2'],e76,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,4,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
END OVERSTOCK,2024-06-21 00:11:31,['MAT-7'],['Plant2'],['PO_ITEM--81-4'],,,['SUPPLIER--19'],37.0,124.0,['MAT-7_Plant2'],e76_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,4,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
START UNDERSTOCK,2024-02-24 00:10:19,['MAT-7'],['Plant3'],,['SO_ITEM--147-1'],['CUSTOMER--19'],,0.0,0.0,['MAT-7_Plant3'],e69_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,3,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2024-02-24 00:10:20,['MAT-7'],['Plant3'],,['SO_ITEM--147-1'],['CUSTOMER--19'],,0.0,0.0,['MAT-7_Plant3'],e69,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,3,Understock,START UNDERSTOCK,,,
ST CHANGE Understock to Overstock,2024-04-22 00:10:59,['MAT-7'],['Plant3'],['PO_ITEM--118-2'],,,['SUPPLIER--26'],37.0,37.0,['MAT-7_Plant3'],e73_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,2,Overstock,,,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
Create Purchase Order Item (Overstock),2024-04-22 00:11:00,['MAT-7'],['Plant3'],['PO_ITEM--118-2'],,,['SUPPLIER--26'],37.0,37.0,['MAT-7_Plant3'],e73,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,2,Overstock,,,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
Create Sales Order Item (Overstock),2024-04-22 00:11:10,['MAT-7'],['Plant3'],,['SO_ITEM--20-3'],['CUSTOMER--1'],,37.0,37.0,['MAT-7_Plant3'],e74,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,1,Overstock,,,,
Create Sales Order Item (Overstock),2024-08-16 00:11:50,['MAT-7'],['Plant3'],,['SO_ITEM--157-2'],['CUSTOMER--44'],,124.0,124.0,['MAT-7_Plant3'],e78,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,0,Overstock,,END OVERSTOCK,,
END OVERSTOCK,2024-08-16 00:11:51,['MAT-7'],['Plant3'],,['SO_ITEM--157-2'],['CUSTOMER--44'],,124.0,124.0,['MAT-7_Plant3'],e78_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,0,Overstock,,END OVERSTOCK,,
START UNDERSTOCK,2023-11-29 00:09:39,['MAT-7'],['Plant4'],['PO_ITEM--75-2'],,,['SUPPLIER--30'],0.0,0.0,['MAT-7_Plant4'],e65_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2023-11-29 00:09:40,['MAT-7'],['Plant4'],['PO_ITEM--75-2'],,,['SUPPLIER--30'],0.0,0.0,['MAT-7_Plant4'],e65,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2023-12-02 00:09:50,['MAT-7'],['Plant4'],,['SO_ITEM--143-2'],['CUSTOMER--19'],,0.0,0.0,['MAT-7_Plant4'],e66,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2023-12-02 00:09:51,['MAT-7'],['Plant4'],,['SO_ITEM--143-2'],['CUSTOMER--19'],,0.0,0.0,['MAT-7_Plant4'],e66_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,,
START OVERSTOCK,2024-06-18 00:11:19,['MAT-7'],['Plant5'],['PO_ITEM--77-2'],,,['SUPPLIER--22'],37.0,37.0,['MAT-7_Plant5'],e75_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
Create Purchase Order Item (Overstock),2024-06-18 00:11:20,['MAT-7'],['Plant5'],['PO_ITEM--77-2'],,,['SUPPLIER--22'],37.0,37.0,['MAT-7_Plant5'],e75,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
END OVERSTOCK,2024-06-18 00:11:21,['MAT-7'],['Plant5'],['PO_ITEM--77-2'],,,['SUPPLIER--22'],37.0,37.0,['MAT-7_Plant5'],e75_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
START UNDERSTOCK,2024-04-16 02:44:39,['MAT-80'],['Plant1'],,['SO_ITEM--183-1'],['CUSTOMER--50'],,0.0,0.0,['MAT-80_Plant1'],e1068_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2024-04-16 02:44:40,['MAT-80'],['Plant1'],,['SO_ITEM--183-1'],['CUSTOMER--50'],,0.0,0.0,['MAT-80_Plant1'],e1068,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2024-09-13 02:45:20,['MAT-80'],['Plant1'],,['SO_ITEM--160-1'],['CUSTOMER--44'],,0.0,0.0,['MAT-80_Plant1'],e1072,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2024-09-13 02:45:21,['MAT-80'],['Plant1'],,['SO_ITEM--160-1'],['CUSTOMER--44'],,0.0,0.0,['MAT-80_Plant1'],e1072_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,,
START UNDERSTOCK,2023-10-12 02:43:29,['MAT-80'],['Plant2'],,['SO_ITEM--96-3'],['CUSTOMER--10'],,0.0,0.0,['MAT-80_Plant2'],e1061_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
Create Sales Order Item (Understock),2023-10-12 02:43:30,['MAT-80'],['Plant2'],,['SO_ITEM--96-3'],['CUSTOMER--10'],,0.0,0.0,['MAT-80_Plant2'],e1061,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
END UNDERSTOCK,2023-10-12 02:43:31,['MAT-80'],['Plant2'],,['SO_ITEM--96-3'],['CUSTOMER--10'],,0.0,0.0,['MAT-80_Plant2'],e1061_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
START OVERSTOCK,2024-01-16 02:43:39,['MAT-80'],['Plant3'],,['SO_ITEM--42-4'],['CUSTOMER--1'],,56.0,56.0,['MAT-80_Plant3'],e1062_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,3,Overstock,START OVERSTOCK,,,
Create Sales Order Item (Overstock),2024-01-16 02:43:40,['MAT-80'],['Plant3'],,['SO_ITEM--42-4'],['CUSTOMER--1'],,56.0,56.0,['MAT-80_Plant3'],e1062,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,3,Overstock,START OVERSTOCK,,,
Create Sales Order Item (Overstock),2024-02-17 02:44:00,['MAT-80'],['Plant3'],,['SO_ITEM--36-3'],['CUSTOMER--17'],,56.0,56.0,['MAT-80_Plant3'],e1064,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,2,Overstock,,,,
Create Sales Order Item (Overstock),2024-02-18 02:44:10,['MAT-80'],['Plant3'],,['SO_ITEM--18-1'],['CUSTOMER--14'],,56.0,56.0,['MAT-80_Plant3'],e1065,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,1,Overstock,,,,
ST CHANGE Overstock to Understock,2024-09-09 02:45:09,['MAT-80'],['Plant3'],,['SO_ITEM--128-2'],['CUSTOMER--47'],,0.0,0.0,['MAT-80_Plant3'],e1071_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,0,Understock,,END UNDERSTOCK,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
Create Sales Order Item (Understock),2024-09-09 02:45:10,['MAT-80'],['Plant3'],,['SO_ITEM--128-2'],['CUSTOMER--47'],,0.0,0.0,['MAT-80_Plant3'],e1071,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,0,Understock,,END UNDERSTOCK,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
END UNDERSTOCK,2024-09-09 02:45:11,['MAT-80'],['Plant3'],,['SO_ITEM--128-2'],['CUSTOMER--47'],,0.0,0.0,['MAT-80_Plant3'],e1071_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,0,Understock,,END UNDERSTOCK,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
START UNDERSTOCK,2024-04-07 02:44:29,['MAT-80'],['Plant4'],['PO_ITEM--131-3'],,,['SUPPLIER--21'],0.0,0.0,['MAT-80_Plant4'],e1067_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2024-04-07 02:44:30,['MAT-80'],['Plant4'],['PO_ITEM--131-3'],,,['SUPPLIER--21'],0.0,0.0,['MAT-80_Plant4'],e1067,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2024-05-02 02:44:50,['MAT-80'],['Plant4'],,['SO_ITEM--67-2'],['CUSTOMER--22'],,0.0,0.0,['MAT-80_Plant4'],e1069,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2024-05-02 02:44:51,['MAT-80'],['Plant4'],,['SO_ITEM--67-2'],['CUSTOMER--22'],,0.0,0.0,['MAT-80_Plant4'],e1069_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,,
START OVERSTOCK,2024-01-30 02:43:49,['MAT-80'],['Plant5'],,['SO_ITEM--177-3'],['CUSTOMER--35'],,56.0,56.0,['MAT-80_Plant5'],e1063_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Overstock,START OVERSTOCK,,,
Create Sales Order Item (Overstock),2024-01-30 02:43:50,['MAT-80'],['Plant5'],,['SO_ITEM--177-3'],['CUSTOMER--35'],,56.0,56.0,['MAT-80_Plant5'],e1063,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Overstock,START OVERSTOCK,,,
